x1,x2,x3,v1,v2,v3,f,fobj,fcon1
14.5656,15.6744,119.95,-0.02129,0.097548,119.95,-0.226729,0.971862,0.147734
12.56976,17.67024,115.8,-0.097935,0.097548,115.8,-0.032286,0.501913,0.253342
59.17333299999999,118.346667,111.6,-0.193548,0.572645,111.6,-0.069884,0.524957,0.242985
103.002293,173.637707,116.25,-0.148258,0.892387,116.25,-0.189906,0.723964,0.196457
77.758333,139.241667,133.15,-0.164516,0.7,133.15,0.573125,0.234053,0.426745
94.787653,77.972347,140.8,0.056516,0.55729,140.8,0.15371700000000002,1.593756,0.094537
70.2324,43.1676,132.85,0.13858099999999998,0.365806,132.85,0.616513,3.168748,0.060635
62.861587,77.978413,116.8,-0.062323,0.454323,116.8,-0.244574,0.831773,0.16603099999999998
12.58992,17.65008,109.6,-0.097161,0.097548,109.6,-0.107847,0.528547,0.233659
12.78144,17.458560000000002,117.65,-0.089806,0.097548,117.65,-0.034876,0.512179,0.252069
13.52736,16.71264,136.15,-0.061161,0.097548,136.15,-0.008034999999999999,0.542461,0.256319
124.894933,115.905067,129.25,0.021677,0.776774,129.25,-0.06754,1.3065129999999998,0.115303
87.63552,48.44448,113.1,0.167226,0.438968,113.1,0.745336,4.62565,0.064907
132.7256,157.9144,126.1,-0.050323,0.937548,126.1,-0.217262,0.8667870000000001,0.170792
64.697733,79.502267,117.2,-0.059613,0.465161,117.2,-0.238093,0.7954859999999999,0.173424
12.31776,17.92224,121.45,-0.107613,0.097548,121.45,0.119172,0.417189,0.293661
67.025,107.975,117.45,-0.135871,0.564516,117.45,0.050985,0.449346,0.275922
167.79168,142.16832,138.65,0.048,0.999871,138.65,0.14636400000000002,1.582514,0.099612
160.6626,149.2974,128.65,0.02129,0.999871,128.65,0.035115,1.432733,0.104793
112.423733,144.056267,143.35,-0.071613,0.827355,143.35,0.017754,0.523015,0.263594
66.04136,53.23864,142.25,0.062323,0.384774,142.25,0.192154,1.6558509999999995,0.091678
38.011867,44.028133,115.95,-0.042581,0.264645,115.95,-0.252253,0.838785,0.162004
125.104933,116.255067,123.8,0.02129,0.7785810000000001,123.8,0.06363300000000001,1.468186,0.100664
118.3014,191.6586,117.0,-0.137419,0.999871,117.0,-0.216139,0.7985,0.180339
73.546667,147.093333,116.8,-0.193548,0.711742,116.8,0.218494,0.344842,0.321459
13.12416,17.11584,132.85,-0.076645,0.097548,132.85,0.050962,0.522556,0.2713
69.20424,97.95576,104.05,-0.099871,0.539226,104.05,0.318325,1.908901,0.071386
71.92416,100.55584,140.1,-0.096387,0.556387,140.1,0.221106,0.409606,0.318243
58.0888,70.7112,115.9,-0.056903,0.415484,115.9,-0.258467,0.833001,0.160449
13.12416,17.11584,129.95,-0.076645,0.097548,129.95,0.025949,0.5432319999999999,0.264151
16.81344,13.42656,118.7,0.065032,0.097548,118.7,0.309927,1.889185,0.075291
82.610733,103.589267,116.4,-0.065419,0.600645,116.4,-0.249397,0.9191,0.14848599999999998
122.84748,187.11252,135.0,-0.120387,0.999871,135.0,0.294633,0.352995,0.339785
98.2464,92.1536,132.7,0.018581,0.6141939999999999,132.7,-0.068231,1.2245,0.154648
160.186413,134.093587,108.45,0.051484,0.94929,108.45,0.7581600000000001,4.855617,0.06954
65.81568,82.86431999999998,115.95,-0.066581,0.479613,115.95,-0.25501,0.883165,0.15315399999999998
64.49333299999999,128.98666699999998,107.9,-0.193548,0.624129,107.9,-0.239805,0.886408,0.159093
21.82964,22.69036,124.7,-0.011226,0.14361300000000002,124.7,-0.217985,1.004881,0.14400000000000002
72.583653,71.336347,119.45,0.005032,0.464258,119.45,-0.115123,1.245861,0.110691
111.60996000000002,104.27004,134.6,0.019742,0.696387,134.6,-0.099527,1.2608780000000002,0.118306
100.79664,155.68336000000005,117.9,-0.124258,0.827355,117.9,-0.221378,0.7102310000000001,0.188674
110.561733,138.63826699999998,107.45,-0.065419,0.803871,107.45,0.492794,2.466231,0.060992999999999985
27.87176,31.76824,115.15,-0.037935,0.192387,115.15,-0.253468,0.856368,0.158633
36.6436,27.7564,123.1,0.08012899999999999,0.207742,123.1,0.397382,2.121459,0.072352
29.213333,58.426667,108.15,-0.193548,0.28271,108.15,0.186366,0.367495,0.312418
14.64624,15.59376,122.65,-0.018194,0.097548,122.65,-0.217365,0.973512,0.151829
115.704773,155.055227,115.95,-0.084387,0.8734190000000001,115.95,-0.180642,1.131834,0.121985
79.8,159.6,109.05,-0.193548,0.772258,109.05,-0.24473000000000006,0.8782110000000001,0.158492
51.931133,69.308867,131.0,-0.083226,0.391097,131.0,0.014119,0.494003,0.264627
46.773533,55.426467,115.75,-0.049161,0.329677,115.75,-0.249897,0.824565,0.165102
67.2,134.4,110.3,-0.193548,0.650323,110.3,-0.17535499999999998,0.619659,0.209868
